codigo,nome,enderezo,concello,provincia,cpostal,telf,latitude,longitude,titularidade,concertado,dependente
36018367,CMUS Profesional Reveriano Soutullo,Rúa Castiñeira 57,Ponteareas,Pontevedra,36860,986641616,42.173313,-8.507174,Pública,Non,Non
36018884,EPAPU Berbés,Rúa MARQUÉS DE VALTERRA 8 1,Vigo,Pontevedra,36202,986225579,42.233746,-8.732141,Pública,Non,Si
15001136,IES Francisco Aguiar,Avenida DA CORUÑA 15,Betanzos,Coruña (A),15300,981772451,43.28249,-8.217094,Pública,Non,Si
36015986,CPR Los Cerezos,Rúa Don Gonzalo 11,Pontevedra,Pontevedra,36001,986852792,42.43262,-8.644586,Privada,Non,Non
36016814,EEI do Con,"Rúa Navas de Tolosa, s/n (O Con)",Moaña,Pontevedra,36954,986312018,42.276985,-8.737074,Pública,Non,Si
15025633,CEIP Os Casais,Lugar da Armada,Fene,Coruña (A),15520,981360826,43.44978,-8.190189,Pública,Non,Si
15004988,CEIP Eusebio da Guarda,Praza de Pontevedra 21,Coruña (A),Coruña (A),15003,981229264,43.36862,-8.407212,Pública,Non,Si
27009608,CEIP O Salvador,Pastoriza (O Salvador),Pastoriza (A),Lugo,27287,982332200,43.301712,-7.3491883,Pública,Non,Si
36019441,CEIP de Petelos,Petelos (San Mamede),Mos,Pontevedra,36416,986336825,42.19571,-8.632847,Pública,Non,Si
36005555,CEIP Marquesa do Pazo da Mercé,Eira da Liñaza s/n,Neves (As),Pontevedra,36440,986648162,42.085297,-8.413542,Pública,Non,Si
36009032,CEIP de Bandeira,Rúa Devesa 6,Silleda,Pontevedra,36570,986585356,42.72613,-8.304521,Pública,Non,Si
36019670,IES do Castro,Rúa Jose Gomez Posada Curros 1,Vigo,Pontevedra,36203,986422974,42.227753,-8.726239,Pública,Non,Si
27014847,CEIP Plurilingüe do Corgo,Estrada Nacional VI s/n,Corgo (O),Lugo,27163,982302156,42.936806,-7.4092484,Pública,Non,Si
27003655,CPI Poeta Uxío Novoneira,Seoane,Folgoso do Courel,Lugo,27324,982433120,42.635918,-7.1543097,Pública,Non,Si
27006528,CIFP As Mercedes,Avenida de Madrid 75,Lugo,Lugo,27002,982221212,42.998745,-7.5461054,Pública,Non,Si
15025682,IES Fraga do Eume,Rúa Ricardo Sanchez 3,Pontedeume,Coruña (A),15600,981432004,43.406437,-8.16811,Pública,Non,Si
36013126,ESMU Municipal das Neves,Rúa Entrecines 10,Neves (As),Pontevedra,36440,986648001,42.08944,-8.419376,Pública,Non,Non
32016443,CMUS Profesional de Ourense,Rúa Pablo Iglesias s/n - Lagunas,Ourense,Ourense,32004,988391047,42.3484,-7.857601,Pública,Non,Si
15011269,EEI Montaos,A Igrexa,Ordes,Coruña (A),15689,638239052,43.03522,-8.426246,Pública,Non,Si
27016315,IES de Becerreá,Rúa Castelo s/n,Becerreá,Lugo,27640,982360505,42.858814,-7.166058,Pública,Non,Si
36003388,CEIP Doutor Suárez,Rúa das Escolas 7,Fornelos de Montes,Pontevedra,36847,986768438,42.341194,-8.452595,Pública,Non,Si
15032534,CADF Real Club Deportivo da Coruña,Rúa AGRA DE MARCÉS s/n,Abegondo,Coruña (A),15318,981647941,43.25067,-8.283775,Privada,Non,Non
15032200,CMUS Profesional de Ribeira,Rúa Miguel Rodriguez Bautista 21,Ribeira,Coruña (A),15960,981873204,42.557198,-8.994745,Pública,Non,Non
15002050,CEIP O Areal,Rúa Eugenio Lopez s/n,Camariñas,Coruña (A),15123,981736202,43.133926,-9.182803,Pública,Non,Si
32014331,ESMU Municipal de Barbadás,Rúa da Presa s/n,Barbadás,Ourense,32002,988246620,42.317738,-7.884168,Pública,Non,Non
36019839,EMUSPR Coppelia,Rúa Pi y Margall 61,Vigo,Pontevedra,36202,986425193,42.233467,-8.730204,Privada,Non,Non
27015955,EOI de Lugo,Ronda Xosé Castiñeiras s/n 1,Lugo,Lugo,27002,982284893,42.99997,-7.545762,Pública,Non,Si
15013989,CEIP de Queiruga,Queiruga (Santo Estevo),Porto do Son,Coruña (A),15998,981768238,42.67588,-9.025372,Pública,Non,Si
36016565,EEI de Aralde Sobrán,Sobrán (San Martiño De Fóra),Vilagarcía de Arousa,Pontevedra,36611,986561404,42.564,-8.801047,Pública,Non,Si
27001816,CEIP Veleiro-Docampo,Avenida da Terra Cha (Castro Ribeiras de Lea),Castro de Rei,Lugo,27260,982310109,43.14835,-7.490112,Pública,Non,Si
15016085,CEIP Arquitecto Casas Novoa,A SIONLLA DE ABAIXO,Santiago de Compostela,Coruña (A),15884,981888044,42.92751,-8.483056,Pública,Non,Si
36015548,EEI de Ventosela,Camiño do Requeixo 6,Redondela,Pontevedra,36818,986400811,42.30134,-8.584769,Pública,Non,Si
27011639,CEIP Otero Pedrayo,Rúa Rosalia de Castro s/n,Rábade,Lugo,27370,982390146,43.12269,-7.631767,Pública,Non,Si
15025724,CEIP Os Tilos,Rúa Ameneiro 21,Teo,Coruña (A),15894,981801408,42.843357,-8.53877,Pública,Non,Si
36005129,EFOG Divino Maestro,Rúa Calvo Sotelo 4,Mondariz-Balneario,Pontevedra,36890,-,42.225307,-8.4696865,Pública,Non,Si
32014151,CEIP Plurilingüe de Vilar de Barrio,Vilar de barrio (San PedrO Fiz),Vilar de Barrio,Ourense,32702,988449043,42.160778,-7.6082306,Pública,Non,Si
15025050,CEIP Ramón María del Valle-Inclán,Avenida R.Mª Valle-Inclan,Oleiros,Coruña (A),15172,981636754,43.3355,-8.363434,Pública,Non,Si
32016030,E.ART Antonio Failde,Avenida da Universidade s/n - La Cuña,Ourense,Ourense,32005,988238365,42.316982,-7.8552594,Pública,Non,Si
32016285,IES de Vilamarín,Rúa BORULFE s/n,Vilamarín,Ourense,32140,988286013,42.45236,-7.905148,Pública,Non,Si
36020106,CPR Seforma,"Rúa Areal, 68-70",Vigo,Pontevedra,36201,986222215,42.238728,-8.715031,Privada,Non,Non
36013448,CIFP Manuel Antonio,"Avenida de Madrid, s/n - (Apartado 3138)",Vigo,Pontevedra,36214,986273800,42.214905,-8.680347,Pública,Non,Si
27013922,CEIP do Castro de Ouro,A Seara s/n,Alfoz,Lugo,27776,982558620,43.52702,-7.4191833,Pública,Non,Si
36020210,CPR Sanitex,Rúa Ramon y Cajal 16,Vigo,Pontevedra,36203,986410390,42.227848,-8.720666,Privada,Non,Non
15012742,CEIP Flavia,Rúa Carme s/n,Padrón,Coruña (A),15900,981810194,42.736435,-8.66406,Pública,Non,Si
15032613,EDANPR Carmen,Rúa Santa Teresa 2-4,Coruña (A),Coruña (A),15005,-,43.37704,-8.406272,Privada,Non,Non
15025487,CEIP Campomaior,Travesa de Campomaior s/n,Ordes,Coruña (A),15680,981681681,43.079655,-8.412578,Pública,Non,Si
15019323,CEIP Alborada,"Poligono de Elviña, 2ª Fase, s/n",Coruña (A),Coruña (A),15008,981243099,43.344715,-8.411252,Pública,Non,Si
15032777,"Cen. Pub. Esc.Especialistas Estación Naval A Graña, ESENGRA",Rúa Estación Naval de la Graña s/n,Ferrol,Coruña (A),15490,981336292,43.475533,-8.262341,Pública,Non,Non
27006449,CEIP Rosalía de Castro,Rúa Cambria s/n,Lugo,Lugo,27002,982221840,43.00411,-7.552286,Pública,Non,Si
27001440,CEIP Xosé Luís Taboada,A Barrela,Carballedo,Lugo,27520,982466133,42.536476,-7.8115315,Pública,Non,Si
36024124,EDANPR Susana Castro,"Rúa  Cronista Rodríguez Elías, 2 00",Vigo,Pontevedra,36209,986296968,42.211723,-8.747188,Privada,Non,Non
36018461,IES República Oriental do Uruguai,Rúa As Coutadas 54,Vigo,Pontevedra,36207,986272324,42.243347,-8.702951,Pública,Non,Si
36015093,CEIP San Tomé,Rúa Olmos 20,Cambados,Pontevedra,36630,986542001,42.509716,-8.812661,Pública,Non,Si
32016340,IES Aquis Querquernis,Rúa Outeiro s/n,Bande,Ourense,32840,988443157,42.032772,-7.9728246,Pública,Non,Si
36004095,CEIP Manuel Rivero,Rúa MARUJA GUTIÉRREZ,Lalín,Pontevedra,36500,986783936,42.65776,-8.10785,Pública,Non,Si
27005913,CPI Ramón Piñeiro,"Praza dos Reis, s/n (A Pobra de San Xiao)",Láncara,Lugo,27360,982543129,42.863792,-7.443657,Pública,Non,Si
15013163,EEI Fernández Varela,Rúa Castelao 3,Pobra do Caramiñal (A),Coruña (A),15940,981830708,42.604256,-8.9373455,Pública,Non,Si
15032789,Cen. Pub. Esc.Especialistas Antonio Escaño,Rúa Tejeras s/n,Ferrol,Coruña (A),15490,981399120,43.48385,-8.214726,Pública,Non,Non
27007259,IES Río Cabe,Rúa San Pedro s/n,Monforte de Lemos,Lugo,27400,982400812,42.52623,-7.507897,Pública,Non,Si
27003175,IES Val do Asma,Avenida de Monforte s/n,Chantada,Lugo,27500,982441602,42.607967,-7.7576566,Pública,Non,Si
27010891,CEIP Gregorio Sanz,Avenida Luarca 1,Ribadeo,Lugo,27700,982128848,43.53521,-7.0520535,Pública,Non,Si
15005701,CEIP Plurilingüe San Pedro de Visma,Rúa Lagares 12,Coruña (A),Coruña (A),15011,981269800,43.366093,-8.427844,Pública,Non,Si
36013710,EEI do Vao,O Vao,Poio,Pontevedra,36994,986873188,42.442455,-8.650149,Pública,Non,Si
36024161,CRA de Valga,"Lugar A TORRE, CAMPAÑA",Valga,Pontevedra,36645,986556777,42.70599,-8.665606,Pública,Non,Si
15027769,EMUSPR de Calo -Teo,Rebordelo s/n,Teo,Coruña (A),15895,981548379,42.82535,-8.5931225,Privada,Non,Non
36020453,EEI de Moreira,A Moreira,Gondomar,Pontevedra,36388,986360534,42.10712,-8.773473,Pública,Non,Si
36009998,CEIP de Mosteiro-Bembrive,"Estrada de Bembrive, 161 (Mosteiro) 161",Vigo,Pontevedra,36214,986417329,42.206203,-8.691035,Pública,Non,Si
15007655,CEIP de Caión,Rúa Insua s/n,Laracha (A),Coruña (A),15145,981604023,43.320366,-8.606031,Pública,Non,Si
32020847,EMUSPR Mestre Veneroni,"Rúa Redeondela, Casa da Cultura s/n",Ribadavia,Ourense,32800,,42.285618,-8.145408,Privada,Non,Non
15028002,CEIP de Pousada Carcacía,Carcacia,Padrón,Coruña (A),15914,981810302,42.74944,-8.597716,Pública,Non,Si
36019426,IES Coruxo,A Carrasqueira 68,Vigo,Pontevedra,36331,986460142,42.19793,-8.779598,Pública,Non,Si
15032571,CRA de Boqueixón-Vedra,Lugar VILAR - CENTRO SOCIOCULTURAL CAMILO JOSÉ CELA s/n,Boqueixón,Coruña (A),15881,616440471,42.798553,-8.468843,Pública,Non,Si
36024859,CAD CIP,Rúa Brasil 48,Vigo,Pontevedra,36204,,0.0,0.0,Privada,Non,Non
15020994,CPI de Viaño Pequeno,Viaño Pequeno,Trazo,Coruña (A),15687,981689038,43.02503,-8.517731,Pública,Non,Si
15032297,CEDA Liceo la Paz,Rúa Sebastián Martónez Risco 12,Coruña (A),Coruña (A),15009,,43.341507,-8.402049,Privada,Non,Non
36007242,CEIP de Viñas,Viñas 2,Poio,Pontevedra,36163,986872325,42.43308,-8.66465,Pública,Non,Si
36015810,CEIP Plurilingüe Sobreira-Valadares,"Estrada da Escola da Sobreira, 89 -A Sobreira",Vigo,Pontevedra,36315,986468189,42.16465,-8.708764,Pública,Non,Si
36024616,CRA de Ribadumia,A Costa,Ribadumia,Pontevedra,36636,666410195,42.52886,-8.740911,Pública,Non,Si
15032704,CPR Pelomanía,Avenida Castilla 44 baixo,Betanzos,Coruña (A),,981773524,43.27488,-8.207895,Privada,Non,Non
36001562,EMUSPR Unión de Guláns,O Casal 31,Ponteareas,Pontevedra,36861,986661197,42.154305,-8.538802,Privada,Non,Non
15014738,CPI Plurilingüe dos Dices,Os Dices,Rois,Coruña (A),15911,981804270,42.764404,-8.692546,Pública,Non,Si
15001367,CEIP Plurilingüe de Abanqueiro,Rúa Exipto s/n,Boiro,Coruña (A),15938,981848186,42.638462,-8.85969,Pública,Non,Si
15032182,ESDA Municipal A Fábrica,"Rúa  do Inglés, 11",Oleiros,Coruña (A),15172,981636598,43.335457,-8.365149,Pública,Non,Non
36024756,CEE de Panxón,"Camiño dos Lagos, 1 1",Nigrán,Pontevedra,36340,986383119,42.14645,-8.822868,Pública,Non,Si
36006730,IES Frei Martín Sarmiento,Avenida DE VIGO 23,Pontevedra,Pontevedra,36003,986852654,42.425774,-8.639766,Pública,Non,Si
36015500,EEI de Verducido,Verducido (San Martiño),Pontevedra,Pontevedra,36151,986879336,42.481236,-8.6192045,Pública,Non,Si
32015463,CEE Miño,Rúa Juan Fernández de Gres 13,Ourense,Ourense,32960,988238550,42.36458,-7.846027,Pública,Non,Si
15013291,CEIP Eduardo Pondal,Rúa A TRABE,Ponteceso,Coruña (A),15110,981714071,43.240246,-8.893363,Pública,Non,Si
15021755,IES Cabo Ortegal,Rúa POZO DE PEREIRA 22,Cariño,Coruña (A),15360,981405178,43.73842,-7.8785224,Pública,Non,Si
32015402,EEI de Santa Cruz,Santa Cruz da rabeda (Santa Cruz),San Cibrao das Viñas,Ourense,32911,639179024,42.28859,-7.797843,Pública,Non,Si
15003376,CPI Plurilingüe O Cruce,Campo da Feira,Cerceda,Coruña (A),15185,981685053,43.18873,-8.477755,Pública,Non,Si
36014684,EEI de Outeiro,Nespereira (San Martiño),Pazos de Borbén,Pontevedra,36817,986498003,42.254208,-8.581697,Pública,Non,Si
27006531,IES Lucus Augusti,Avenida Rodriguez Mourelo s/n,Lugo,Lugo,27002,982220968,43.006607,-7.55677,Pública,Non,Si
36008878,CEIP Plurilingüe Cruceiro,Vilalonga (San Pedro),Sanxenxo,Pontevedra,36990,986743141,42.443916,-8.835733,Pública,Non,Si
27020801,CEIP de Monterroso,Barrio dos Piñeiros 9,Monterroso,Lugo,27560,982377180,42.799545,-7.8312645,Pública,Non,Si
15026704,IES David Buján,Camiño dos Cacharros 1,Cambre,Coruña (A),15181,981613146,43.28671,-8.354805,Pública,Non,Si
15009071,CPI Castro Baxoi,Rúa Marismas s/n,Miño,Coruña (A),15630,981782708,43.35178,-8.207645,Pública,Non,Si
15032728,CPR PREMIR,Rúa PINTOR JUAN LUIS 1 baixo,Santiago de Compostela,Coruña (A),15702,981590198,42.8682,-8.547809,Privada,Non,Non
15011981,CEIP José María Lage,Rúa Pedro Castiñeiras s/n,Ortigueira,Coruña (A),15330,981400804,43.6869,-7.850413,Pública,Non,Si
15032561,CRA de Bergondo,Estrada A Coruña - Ferrol 12,Bergondo,Coruña (A),15165,981791896,43.3199,-8.233797,Pública,Non,Si
15020842,CEIP de Torrexallóns,Torrexallons,Laxe,Coruña (A),15119,981735550,43.187782,-9.008827,Pública,Non,Si
15027711,IES Leliadoura,Frións,Ribeira,Coruña (A),15967,981874633,42.553886,-9.005892,Pública,Non,Si
15006729,CEE Terra de Ferrol,San Pedro de Leixa s/n,Ferrol,Coruña (A),15405,981318801,43.510532,-8.214351,Pública,Non,Si
36008866,CEIP A Florida,Ricardo Santos 16,Sanxenxo,Pontevedra,36960,986720790,42.40297,-8.800532,Pública,Non,Si
15026030,IES Terra de Xallas,Rúa Rosalía de Castro s/n,Santa Comba,Coruña (A),15840,981880425,43.03502,-8.816558,Pública,Non,Si
15025074,CEIP da Igrexa,Rúa A Igrexa 45,Somozas (As),Coruña (A),15565,981404084,43.534332,-7.941581,Pública,Non,Si
36016589,EEI de Tremoedo,A Igrexa s/n,Vilanova de Arousa,Pontevedra,36628,610327701,42.544563,-8.78122,Pública,Non,Si
36000341,CEIP Plurilingüe A Pedra,Rúa A Pedra 26,Bueu,Pontevedra,36930,986320050,42.32063,-8.786356,Pública,Non,Si
15027496,EDANPR Armonía,"Rúa Teresa Herrera, 9 - 1º",Coruña (A),Coruña (A),15004,981210304,43.36717,-8.407884,Privada,Non,Non
15032790,CPR Estudios Superiores en Administración e Finanzas,Rúa Salvador de Madariaga 50,Oleiros,Coruña (A),,881878634,43.32407,-8.353478,Privada,Non,Non
36011592,IES Santa Irene,Praza de América 7,Vigo,Pontevedra,36211,986233799,42.22023,-8.73215,Pública,Non,Si
15032558,CAD Santa Apolonia de Santiago de Compostela,"Rúa Poza Real, A Rocha 5",Santiago de Compostela,Coruña (A),,981520273,42.86007,-8.567234,Privada,Non,Non
27013326,IES Lois Peña Novo,Rúa Quart de Poblet s/n,Vilalba,Lugo,27800,982510951,43.29304,-7.6832294,Pública,Non,Si
32015396,EEI de Noalla,Rúa Telleiro 13,San Cibrao das Viñas,Ourense,32915,988249320,42.28738,-7.836913,Pública,Non,Si
15019542,EEI da Igrexa,A Tarroeira,Ames,Coruña (A),15034,981884459,42.85296,-8.638422,Pública,Non,Si
15015861,IES Eduardo Pondal,Rúa Doctor Maceira 9,Santiago de Compostela,Coruña (A),15706,981522154,42.87106,-8.554419,Pública,Non,Si
15023405,CPI A Xunqueira,Avenida do Mar s/n,Fene,Coruña (A),15500,981343456,43.47765,-8.171715,Pública,Non,Si
15006778,CIFP Rodolfo Ucha Piñeiro,"Avenida Castelao, 64 (Caranza)",Ferrol,Coruña (A),15406,981321565,43.481163,-8.202045,Pública,Non,Si
27005056,CEIP Plurilingüe Santo Estevo de Parga,Rúa CERRADURA s/n,Guitiriz,Lugo,27305,982373034,43.16211,-7.8412127,Pública,Non,Si
32020628,CRA Amencer,Ventosela,Ribadavia,Ourense,32414,988472089,42.302895,-8.123392,Pública,Non,Si
27006401,CEIP Sagrado Corazón,Rúa Poligono Sagrado Corazon s/n,Lugo,Lugo,27003,982222974,43.0169,-7.5499034,Pública,Non,Si
15027733,IES de Arzúa,Rúa do Castro s/n,Arzúa,Coruña (A),15810,981500527,42.929825,-8.155364,Pública,Non,Si
15027401,CEIP Ana María Diéguez,Atalaia s/n,Rianxo,Coruña (A),15984,981862603,42.679123,-8.793674,Pública,Non,Si
15026509,CRA de Valdoviño,Casa da Cultura,Valdoviño,Coruña (A),15552,981487511,43.61239,-8.141175,Pública,Non,Si
15023090,IES Macías o Namorado,Rúa Agro do Medio s/n,Padrón,Coruña (A),15900,981817008,42.735424,-8.662155,Pública,Non,Si
15023053,CEIP Portofaro,"Rúa dos Templarios, 1 (O Graxal)",Cambre,Coruña (A),15679,981666756,43.31283,-8.356813,Pública,Non,Si
32015657,CEIP de Medeiros,Estrada San Cristovo s/n,Monterrei,Ourense,32618,988421604,41.902752,-7.5452013,Pública,Non,Si
15022115,EEI do Viso,San Mamede De Carnota (San Mamede),Carnota,Coruña (A),15293,635100169,42.851818,-9.094102,Pública,Non,Si
36017697,CEIP Escultor Acuña,Rúa A Estrada 10,Vigo,Pontevedra,36209,986239901,42.22101,-8.740782,Pública,Non,Si
15032005,CPR Castelao,Rúa Sinforiano Lopez 43,Coruña (A),Coruña (A),15005,981243814,43.359314,-8.4084635,Privada,Non,Non
36018100,CEIP As Bizocas,Balea,Grove (O),Pontevedra,36988,986738037,42.46364,-8.91238,Pública,Non,Si
15012420,CEIP de Oza dos Ríos,Rúa Lois 35,Oza dos Ríos,Coruña (A),15380,981792066,43.21543,-8.186152,Pública,Non,Si
36008489,CEP Altamira,Rúa Rosalía de Castro 11,Salceda de Caselas,Pontevedra,36470,986349046,42.10206,-8.56204,Pública,Non,Si
27016421,EOI de Monforte de Lemos,Rúa Calvo Sotelo 65,Monforte de Lemos,Lugo,27400,982410300,42.525272,-7.5054965,Pública,Non,Si
15022577,CEIP de Maciñeira,"Rúa Estrada do Roxal, 17 (Maciñeira)",Neda,Coruña (A),15510,981347595,43.502613,-8.128665,Pública,Non,Si
27000198,CEIP de Antas de Ulla,Rúa Miguel Ángel Blanco s/n,Antas de Ulla,Lugo,27570,982379238,42.78469,-7.8900986,Pública,Non,Si
27016571,ESMU Municipal de Foz,Rúa Alfonso X O Sabio s/n,Foz,Lugo,27780,982132689,43.569313,-7.2558017,Pública,Non,Non
36000922,IES María Soliño,Monte Carrasco 3,Cangas,Pontevedra,36940,986301082,42.27752,-8.791502,Pública,Non,Si
27016716,IES Fonmiñá,Avenida Doutor Cabaneiro s/n,Pastoriza (A),Lugo,27287,982332013,43.298943,-7.339291,Pública,Non,Si
15023077,CEIP de Gándara-Sofán,Lugar GÁNDARA,Carballo,Coruña (A),15108,981753073,43.193256,-8.626928,Pública,Non,Si
15005300,IES Rafael Puga Ramón,Rúa Leopoldo Alas Clarín 4,Coruña (A),Coruña (A),15008,981231545,43.349236,-8.410774,Pública,Non,Non
36003959,CEIP Manuel Rodríguez Sinde,Rúa Circunvalacion,Guarda (A),Pontevedra,36780,986611116,41.899452,-8.870891,Pública,Non,Si
36004496,CEP de Sequelo-Marín,Rúa ENRIQUE TURRALL s/n,Marín,Pontevedra,36900,986880610,42.384594,-8.700811,Pública,Non,Si
36016656,IES Pedro Floriani,Rúa Pedro Floriani 2,Redondela,Pontevedra,36800,986401911,42.290268,-8.609397,Pública,Non,Si
36007497,CEIP Nosa Señora dos Remedios,Rúa Azorin s/n,Ponteareas,Pontevedra,36860,986640740,42.171154,-8.505171,Pública,Non,Si
27007260,CFEA de Monforte de Lemos,Rúa Alfredo Brañas s/n,Monforte de Lemos,Lugo,27400,982889103,42.5078,-7.498502,Pública,Non,Non
27016297,IES Enrique Muruais,Zona escolar s/n,Pontenova (A),Lugo,27720,982342185,43.354156,-7.192998,Pública,Non,Si
15032637,ESMU Municipal de Muros,Rúa San xosé s/n,Muros,Coruña (A),,-,42.773792,-9.058335,Pública,Non,Non
15020374,EEI de Extramundi de Arriba,Padrón (Santiago),Padrón,Coruña (A),15910,697890449,42.749313,-8.668693,Pública,Non,Si
27016728,CEIP Illa Verde,Rúa Roi Xordo 2,Lugo,Lugo,27002,982241020,43.00032,-7.5509763,Pública,Non,Si
32009074,CPR Seminario Menor Diocesano A Inmaculada,Estrada do Seminario 18,Ourense,Ourense,32002,988391104,42.34237,-7.8817463,Privada,Non,Non
36016735,CEIP de Refoxos,Refoxos s/n,Oia,Pontevedra,36779,986359168,41.99563,-8.816212,Pública,Non,Si
15026391,IES Xulián Magariños,Rúa Castelao s/n,Negreira,Coruña (A),15830,981885349,42.912968,-8.732779,Pública,Non,Si
36024355,CMUS Elemental de Gondomar,Praza Doutor Latino Salgueiro,Gondomar,Pontevedra,0,986389283,42.1077,-8.760753,Pública,Non,Non
36010071,CEIP Santa Mariña,"Rúa do Xalon, s/n (Becerreira)",Vigo,Pontevedra,36318,986486901,42.220757,-8.654606,Pública,Non,Si
36001148,CPI da Cañiza,Acceso o Parque s/n,Cañiza (A),Pontevedra,36880,986651173,42.218502,-8.281298,Pública,Non,Si
36010150,CEIP Mestres Goldar,Rúa A COSTA 4,Vigo,Pontevedra,36213,986470839,42.213768,-8.722864,Pública,Non,Si
36024562,ESMU Municipal de Fornelos de Montes,Rúa das Escolas 7,Fornelos de Montes,Pontevedra,,-,42.341328,-8.4525,Pública,Non,Non
36014787,EEI Monte da Guía,Rúa Irmáns Misioneros dos enfermos pobres 37,Vigo,Pontevedra,36207,986379779,42.25306,-8.698664,Pública,Non,Si
15007886,CEIP Ramón Otero Pedrayo,Rúa Buenos Aires s/n,Laracha (A),Coruña (A),15145,981605131,43.24672,-8.593647,Pública,Non,Si
15013412,CEIP de Ombre,Ombre (Santa María),Pontedeume,Coruña (A),15608,981430608,43.409782,-8.141921,Pública,Non,Si
32011901,CEIP Virxe do Camiño,Rúa Terra de Souto s/n,Rubiá,Ourense,32310,988324205,42.45291,-6.9498878,Pública,Non,Si
36024586,ESAD Escola Superior de Arte Dramática de Galicia,Rúa POZA CABALO 1,Vigo,Pontevedra,36212,986246399,42.20882,-8.759407,Pública,Non,Si
15005749,IES Universidade Laboral,Rúa Salvador Allende,Culleredo,Coruña (A),15670,981660700,43.317894,-8.376646,Pública,Non,Si
15018987,CEIP de Castromil,Salto (Santa María),Vimianzo,Coruña (A),15129,679928567,43.13723,-9.003817,Pública,Non,Si
32015906,CEIP Pena Corneira,Rúa CALELLA DO QUINTO,Carballeda de Avia,Ourense,32413,988487030,42.317608,-8.164609,Pública,Non,Si
15032832,CPR Niño Jesús,Lugar Guiliade 116,Betanzos,Coruña (A),15319,981772586,0.0,0.0,Privada,Non,Non
36019256,IES de Vilalonga,Lugar A Salgueira 40,Sanxenxo,Pontevedra,36990,986744953,42.447464,-8.835422,Pública,Non,Si
15024963,CEIP Plurilingüe de Andrade,"Andrade, 39 A",Pontedeume,Coruña (A),15614,981432533,43.387577,-8.166012,Pública,Non,Si
36024719,EMUSPR de Vilanova,Rúa O Esteiro,Vilanova de Arousa,Pontevedra,,-,42.56281,-8.820284,Privada,Non,Non
27015785,CEIP de Currelos,Vilaesteva (San Salvador),Saviñao (O),Lugo,27547,982450304,42.677475,-7.6441884,Pública,Non,Si
27020689,ESMU Municipal  da Pastoriza,Pastoriza (O Salvador),Pastoriza (A),Lugo,27287,982332200,43.301556,-7.349317,Pública,Non,Non
36020091,EDANPR Deborah,Rúa Xan Guillermo 25,Pontevedra,Pontevedra,36001,986848283,42.434013,-8.649242,Privada,Non,Non
15023223,CEIP de Bemantes,Bemantes,Miño,Coruña (A),15635,981798068,43.33986,-8.173037,Pública,Non,Si
15011336,CEIP Alfonso D. Rodríguez Castelao,Rúa PARAISO s/n,Ordes,Coruña (A),15680,981680842,43.073227,-8.4018,Pública,Non,Si
15018148,CPI de Atios,Avenida SAN SADURNIÑO 19,Valdoviño,Coruña (A),15552,981487700,43.61219,-8.136974,Pública,Non,Si
36015202,CEIP de Lourido,"Camiño da Fernanda, 36 (Lourido)",Poio,Pontevedra,36163,986770949,42.427364,-8.677347,Pública,Non,Si
15021056,EEI de Arretén,Iria Flavia (Santa María),Padrón,Coruña (A),15917,662370487,42.742542,-8.649641,Pública,Non,Si
36019104,CEIP Plurilingüe Nantes,Rúa Pedrouzos 2,Sanxenxo,Pontevedra,36969,986691000,42.420208,-8.809555,Pública,Non,Si
15008817,IES de Melide,O Marquiño,Melide,Coruña (A),15800,981505162,42.917747,-8.011087,Pública,Non,Si
32016637,IES Cosme López Rodríguez,Rúa Vicente Risco s/n,Rúa (A),Ourense,32350,988310833,42.39211,-7.1281314,Pública,Non,Si
36020261,IES Terra de Turonio,Campo da Feira s/n,Gondomar,Pontevedra,36380,986384016,42.114433,-8.764642,Pública,Non,Si
27010921,CFEA Pedro Murias,Vilaframil,Ribadeo,Lugo,27797,982131017,43.54665,-7.120557,Pública,Non,Non
27006425,CPR Seminario Diocesano Sagrado Corazón,Rúa Anxo López Pérez s/n,Lugo,Lugo,27002,982220100,43.00762,-7.5557294,Privada,Non,Non
36015238,CEIP de Sobrada,Rúa Torrón,Tomiño,Pontevedra,,986633369,42.01937,-8.675435,Pública,Non,Si
36004137,IES Ramón Mª Aller Ulloa,Rúa DO PARQUE 8,Lalín,Pontevedra,36500,986780114,42.663982,-8.106101,Pública,Non,Si
36024276,CMUS Profesional de Cangas,"Rúa  Real, 29",Cangas,Pontevedra,36940,986307192,42.267666,-8.783258,Pública,Non,Non
15014465,CEIP Plurilingüe de Palmeira,Rúa Moldes 2,Ribeira,Coruña (A),15959,981838281,42.580696,-8.964114,Pública,Non,Si
15027654,IES Agra de Leborís,Rúa Rosalia de Castro s/n,Laracha (A),Coruña (A),15145,981605540,43.24661,-8.584152,Pública,Non,Si
32012711,CEIP Saco e Arce,Toén (Santa María),Toén,Ourense,32930,988261031,42.302574,-7.9478626,Pública,Non,Si
15023341,CEIP Santa María do Castro,Rúa Valiño 55,Boiro,Coruña (A),15939,981846555,42.619797,-8.874979,Pública,Non,Si
27000319,CEIP Concepción López Rey,"Rúa Doutor Nogueira, s/n (O Cadavo)",Baleira,Lugo,27130,982354008,43.013546,-7.2467546,Pública,Non,Si
36007631,CEIP de Porto Cabeiro,Estrada Porto Cabeiro 5,Redondela,Pontevedra,36815,986488103,42.246292,-8.630399,Pública,Non,Si
